author,text
Fidel Alejandro Castro,"Everyone knows that our first requirement in the event of a military uprising — that is, a military uprising in conjunction with our movement — was the surrender of the war criminals. This is an essential condition. We could have captured Batista and all his accomplices and I said it loudly and clearly that I was not in agreement with Batista's escape. I explained to him quite clearly what course of action would have to be taken and that I did not give any support [to Batista's escape] nor would the 27th of July Movement, nor would the people support a coup d'etat [on such terms], because the fact is that it was the people who obtained their freedom by conquest and only the people who did it."
Fidel Alejandro Castro,"Our freedom was taken from us by a coup d'etat but in order to finish once and for all with coups d'etat, it was necessary to achieve freedom by dint of the people's sacrifice. We could achieve nothing by one uprising today and another tomorrow and another two years later and another three years after, because here in Cuba it is the people, and the people alone, who must decide who is to govern them."
Fidel Alejandro Castro,"The military forces must unconditionally obey the people's orders and be at the disposal of the people, of the constitution and of the Laws of the Republic. If there is a poor government that embezzles and does more than four wrong things, the only thing to do is to wait a little while and when election time comes the bad government is turned out of office. That is why in democratic, constitutional regimes governments have a fixed mandate. If they are bad, they can be ousted by the people, who can vote for a better government. The function of the military is not to elect governments, but to guarantee laws and to guarantee the rights of the citizens. That is why I warned him that a coup d'etat was out of the question, but a military revolutionary movement was in order and it should take place in Santiago de Cuba and not in Colombia."
Fidel Alejandro Castro,"I told him quite clearly that the only way of forming a link with the people and joining them, of uniting the military and the revolutionaries was not a coup d'etat in the early hours of the dawn in Colombia — at 2 or 3 a.m. — about which no one would know anything, as is the usual practice of the gentlemen. I told him it would be necessary to arouse the garrison at Santiago de Cuba, which was quite strong and adequately armed, in order to start the military movement, which would then be joined by the people and the revolutionaries. Given the situation in which the dictatorship found itself, such movement would prove irresistible because all the other garrisons in the country would certainly join it at once. That was what was agreed upon and not only was it what was agreed upon but I made him promise it. He intended to go to Havana the next day and we did not agree with this. I said to him, ""It is risky for you to go to Havana."" And he replied, ""No, no there is no risk in it."" I insisted, ""You are running a great risk of arrest because if there is a conspiracy, everyone knows about it here."""
Fidel Alejandro Castro,"""No, I am sure they will not arrest me,"" he replied. And, of course, why would they arrest him if this was a ""coup d'etat of Batista?"""
Fidel Alejandro Castro,"My thoughts were, ""Well, all this seems so easy that it might well be a suspicious movement,"" so I said to him, ""Will you promise me that in Havana you will not be persuaded by those interests which support you to carry out a coup d'etat in the capital? Will you promise me that you will not do it? His reply was, ""I promise I won't."" I insisted, ""Will you swear to me that you won't?"" And his reply again, ""I swear I won't!"""
Fidel Alejandro Castro,"I believe that the prime requisite for a military man is honor, that the prime requisite of a military man is his word. This gentleman not only proved that he is dishonorable and that his word is worth nothing, but that he also lacks intelligence. I say this because a movement which could have been organized from the start with the support of the whole population, with its victory assured from the outset, did nothing more than dive into space. He believed that it would be only too easy to fool the people and to mislead the Revolution. He knew some things. He knew, for instance, that when we told the people that Batista had got hold of a plane the people would flock into the streets, madly happy. They thought that the people were not sufficiently mature to distinguish between Batista's flight and the Revolution. Because if Batista goes and over there Cantillo's friends assume command, it is quite likely that Dr. Urrutia would also have to go within three months. Because just as they were betraying us now, so would they betray us later and the truth of the matter is that Mr. Cantillo betrayed us before the Revolution. He gave signs of this and I can prove it. We agreed with General Cantillo that the uprising would take place on the 31st at 3 p.m. and it was agreed that the armed forces would give unconditional support to the revolutionary movement. The President was to appoint the revolutionary leaders and establish the positions to which the revolutionary leaders would assign the military. They were offering unconditional support and every detail of the plan was agreed upon. At 3 p.m. on the 31st the garrison at Santiago de Cuba was to rise in revolt. Immediately after several rebel columns would enter the city and the people would fraternize with the military and the rebels, immediately submitting a revolutionary proclamation to the country as a whole and calling on all honorable military men to join the movement. It was agreed that the talks in the city would be placed at our disposal and I personally offered to advance toward the capital with an armed column preceded by the tanks. The tanks in the city would be placed at our disposal and I personally offered to advance toward the capital with an armed column preceded by the tanks. The tanks were to be handed to me at 3 p.m., not because it was felt that any fighting would be necessary but only against the possibility that in Havana the Movement might fail, making it necessary to place our vanguard as close as possible to the capital and to prevent any such occurrences in Havana."
Fidel Alejandro Castro,"It was evident that with the hatred for the public forces created by the horrendous crimes committed by Ventura and Pilar Garcia, Batista's fall would create considerable upheaval among the people. Moreover, the police force would inevitably feel that it lacked the moral strength to contain the populace, as in fact happened. A series of excesses were recorded in the capital. There was looting, shooting, fires, and all the responsibility for it falls on the shoulders of General Cantillo, who betrayed his word of honor, who failed to carry out the plan which had been agreed upon. He believed that by appointing police captains and commanders, many of whom had already deserted when they were appointed — proof that they had a guilty conscience — would be enough to solve the problem. How different things were in Santiago de Cuba! How orderly and civic-minded! How disciplined the behavior of the masses! There was not a single attempt to loot, not a single example of personal vengeance, not a single man dragged through the streets, not a single fire! The behavior of the population of Santiago de Cuba was admirable and exemplary despite two factors. One of these was that Santiago de Cuba was the city which had suffered the most, where there had been the greatest terrorism and where, consequently, one would expect the people to be indignant. Moreover, despite our statements of this morning that we were not in agreement with the coup d'etat, the population in Santiago de Cuba behaved in an exemplary fashion.... [A typing error makes the translation of the next two lines impossible].... One can no longer say that revolution is anarchy and disorder; it occurred in Havana because of treason, but that was not the case in Santiago de Cuba, which we can hold out as a model every time the Revolution is accused of anarchy and disorganization."
Fidel Alejandro Castro,"It is well that people should know of the negotiations between General Cantillo and me. If the people are not too tired, I can tell you that after the agreements were made, when we had already suspended operations in Santiago de Cuba, since on the 28th our troops were quite near to the city and had completed all the preparatory work necessary for the attack on it, according to the interview we were to make a series of changes, abandoning the operation at Santiago de Cuba. Instead, we were to direct our troops elsewhere, in fact, to a place where it was believed that the Movement might not be victorious from the outset."
Fidel Alejandro Castro,"When we had completed all our movements, the column which was to march on the capital received the following note from General Cantillo, just a few hours before it was due to leave. The text of the note read as follows: ""Circumstances have changed considerably and now are favorable to a national solution, in accordance with all desires for Cuba."" Yet, the major factors could not be more favorable and every circumstance pointed to triumph. It was therefore strange that he should come and say that circumstances had changed greatly and favorably. The circumstances were that Batista and Tabernilla had agreed and the success of the coup was assured. I recommended that nothing should be done at the moment and that we should await the course of events over the next weeks, up to [January] 6th. Obviously, given the indefinitely prolonged truce while they were taking care of everything in Havana, my immediate reply was as follows: ""The tenor of the note is entirely in contradiction with our agreements. Moreover, it is ambiguous and incomprehensible and has made me lose confidence in the seriousness of the agreements. Hostilities will break out tomorrow at 3 p.m., the date and time agreed upon for the launching of the movement."""
Fidel Alejandro Castro,"Something very curious happened immediately thereafter in addition to the receipt of the very short note. I advised the commanding officer at Santiago de Cuba, through the bearer of the message, that if hostilities were to break out because the agreements were not fulfilled and we had to attack the first at Santiago de Cuba, they could do nothing other than surrender."
Fidel Alejandro Castro,"My phrase was that we demanded the surrender of the town if hostilities were to break out and if we were to initiate the attack. However, the bearer of the note did not interpret me correctly. He told Colonel Rego Rubido that I demanded the surrender of the town as a precondition to any agreement. He did not add that I had said, ""in the event of our launching an attack."" However, I had not said that I demanded the surrender of the town as a condition from General Cantillo. As a result of this message, the commanding officer at Santiago de Cuba sent me a very enigmatic and punctilious reply which I will read to you, indicating, naturally, that he felt very offended with what had been said to him in error. It read as follows: ""The solution found is neither a coup d'etat nor a military revolt and yet we believe that it is the most advisable solution for Dr. Fidel Castro, in accordance with his ideas and one which would place the destinies of the country in his hands within 48 hours. It is not a local but a national solution and any indiscretion might compromise or destroy it, leading to chaos. Therefore, we hope you will have confidence in our decisions and you will receive the solution before the 6th. As for Santiago, owing to the note and to the words of the messenger, it will be necessary to change the plan and not enter the city."""
Fidel Alejandro Castro,"His words caused a certain amount of bad feeling among the key personnel. It was argued that no arms would be surrendered without fighting, that arms are not surrendered, that arms are not surrendered to an ally, that arms cannot be surrendered without honor. All of which are very beautiful phrases when spoken by the commander of the garrison of Santiago de Cuba, if he has no confidence in us; or if Santiago de Cuba is attacked, they will regard it as equivalent to breaking the agreements, which will interrupt the negotiations for the solution offered, thereby formally absolving us from any compromise. It was our hope that, given the time required to act in one way or another, the reply would arrive in time to be sent to Havana by the Viscount flying out in the afternoon. My answer to Colonel Jose Rego Rubido's note was as follows:"
Fidel Alejandro Castro,"I am going to ask the people to do something for me, and that is to help me. There are a million persons here and the loudspeakers cannot be heard. Absolute silence is necessary. It is very difficult to speak when [one cannot be heard] perfectly well, and today I should like to tell the people what I feel; I would like to tell the reporters what the people of Cuba feel, I want to tell the diplomatic representatives of the entire world the way our people think. To hear us, it is not enough to have been here; to have attended is not enough alone. It is necessary to be silent. It is necessary to show the people's discipline by being quiet. Let us see if a million people can be silent. (He waits to let the crowd calm down--Ed.)"
Fidel Alejandro Castro,"Fellow citizens, it is possible that our fighters trembled more today before this crowd then they ever did before enemy bullets. For us, who have extraordinary faith in our people, this assembly has exceeded all estimates. It is said that with those who have just arrived the crowd extends from the Malecon to the Park of Fraternity. We can say one thing here today, and that is that there is no place in Havana to bring together all the people who support the revolution. (Applause) Before a small park was enough and there was room left. This time all the parks together around the presidential palace are insufficient. I am going to tell you an anecdote so that you can understand the full moral value of this meeting for us."
Fidel Alejandro Castro,"One of our comrades attached to the Havana municipality told me that this morning the employees gathered and asked him where they were meeting to go to the assembly, and our friend replied: ""No, those who want to can go and those who do not can go home."" This is not the kind of meeting organized before! (Applause) How different it is when the people feel free! How different it is when the people rule! People have come from Matanzas and Pinar del Rio on foot. Thousands of our fellow citizens have come on foot because there were not enough vehicles."
Fidel Alejandro Castro,"We spoke of a half million, of getting together half a million Cubans, but the people said no, not half a million, but one million; and it turned out to be one and a half million. I went through some of the city's streets before arriving, and Havana was deserted. Not a soul was to be seen for blocks on end in the districts of Havana. All Havana had come, the whole city, all the surroundings, and thousands and tens of thousands of Cubans from the provinces nearest to Havana. I am sure that if it had been physically possible 6 million Cubans [the total population of the country] would have gathered here today."
Fidel Alejandro Castro,"I realize that the best speech for this afternoon is your presence. I realize that nothing can speak so eloquently to the diplomatic crops and the 380 newsmen who have come from all the hemisphere as your presence. Many Cubans here present cannot even here me. I asked the men who organized the affair and they told me all the loudspeakers in Havana were set up here; and yet many tell me they cannot hear me. It hurts me to think that you are making the sacrifice of standing since hours ago and not even being able to hear what we are saying, but at least you can have the satisfaction of knowing that your presence has not been in vain and that this gathering today, this gathering here today, is the finest battle the people of Cuba have fought in this revolution. It is a victory by force of arms; not a shot has been fired. It is a much finer victory. It is a victory of right; it is a victory of justice; it is a victory for morality. Those who thought we were just ordinary guerrillas, those who thought we knew nothing but the use of firearms, those who thought that after our military victories they would crush us in the field of information, and crush us in the field of public opinion, have found that the Cuban revolution also knows how to fight and win (battles) in that field."
Fidel Alejandro Castro,"Those who thought that monopoly over international cables, those who thought that spreading lies and slander right and left, would let them weaken our revolution and discredit our people, so that they could then leap upon it when it was weak, were mistaken, for the revolution today is more solid and stronger. Instead of weakening it they have strengthened it. The revolution is not intimidated by attacks. The revolution is not weakened by attacks. On the contrary, it waxes and gains strength, for this is the revolution of a valiant, fighting people."
Fidel Alejandro Castro,"With another people, another people lacking the virtues of the Cuban people, it would not even be worthwhile having started this struggle, but when one has a people like this to count on, one not only begins but achieves and goes on to total victory."
Fidel Alejandro Castro,To the people of Cuba everything is clear. The Cuban revolution was an exemplary revolution. There was no coup here.
Fidel Alejandro Castro,"If we had been a group of army officers who, without the help of the people, had ousted the President and installed another in his place and had at once bowed to all the vested interests; if this had not been a revolution, we would not have enemies; they would not have attacked us; they would not slandered us."
Fidel Alejandro Castro,"While this palace housed a dictatorship that sold out the nation's interests; while this palace housed a dictatorship that made the most onerous concessions to foreigners; while this palace housed a dictatorship that betrayed the people, nobody attacked it; these press campaigns were not waged against it abroad; [U.S.] Congressmen did not speak out to censure it. While it housed a miserable traitor, a criminal who murdered 20,000 of our fellow citizens, these campaigns were not waged against Cuba, or against him. While it housed someone who stole 300 million pesos; while the republic was governed by a band of thieves who stole more than a billion pesos, these campaigns were not waged against them abroad. While dozens of Cubans were being killed here every night; while young men were being found murdered with a bullet in the temple; while barracks yards were heaped with corpses; when our women were violated; when children were murdered; when police entered embassies to murder 10 refugees in a few minutes, these campaigns were not waged against Cuba, nor did the [U.S.] Congressmen over there, with rare exceptions, speak out to condemn the dictatorship."
Fidel Alejandro Castro,"But there is no need to go further. There you have Trujillo with his dictatorship 27 years old; there you have the 10,000 Haitians murdered by the Dominican dictator; there you have the tens of thousands of men murdered inside and outside of Santo Domingo by the henchmen of the criminal dictator. And there you have Somoza. Somoza is of the dynasty that for more than 25 years has been oppressing his country, with his full jails, his press censorship, his thousands of crimes. And no campaigns are organized against them."
Fidel Alejandro Castro,"A campaign against the Cuban people, yes, because they want to be free. A campaign against the Cuban people, yes-- a campaign against the Cuban people, yes, because they want to be free not just politically, but economically as well. A campaign against the people of Cuba, because they have become a dangerous example for all America. A campaign against the people of Cuba because they know we are going to call for cancellation of the onerous concessions that have been made to foreign monopolies, because they know electric rates are going to be lowered here, because they know that all the onerous concessions made by the dictatorship are going to be reviewed and canceled."
Fidel Alejandro Castro,"There, fellow citizens, you have the chief cause of this campaign. The explanation of this must be sought, the explanation of this campaign must be sought--if you let me talk I am going to explain; I would like to explain this thoroughly, so the people and the foreign press can understand it. We have not obtained the crowd's full cooperation in maintaining absolute silence. (Sentence indistinct)"
Fidel Alejandro Castro,"The explanation for this campaign must be sought somewhere. Why has this campaign been launched against Cuba? The vilest, most criminal, and most unjust that has been launched against any people. Why, when barely four or five days had passed since the victory, did international cable services and certain U.S. Congressmen loose a barrage of defamation against the Cuban people? The purpose is clear. Our revolution was able to present itself to the world as a model of revolutions. The rebel army's generosity toward the enemy was without precedent in the history of revolutions and wars. Thousand of prisoners fell in our hands. Hundreds of wounded were cared for by our doctors. (Words indistinct) Not one prisoner was struck. (Much crowd noise--Ed.)"
Fidel Alejandro Castro,"Fellow citizens,next time I am going to ask 2,000 Cubans to come instead of a million. That is a lot, and there is not room. The crowd is being pressed together."
Fidel Alejandro Castro,"(Possibly one or two sentences indistinct, as if volume had been turned down --Unreadable text-- loudspeaker--Ed.) I am going to sum up ideas. We invited the people of Cuba. We had nothing to say to them, because the people of Cuba know the truth very well. We do not have to convince the people of Cuba of anything, because the people of Cuba are more than convinced. It is necessary to convince the world public, and we are going to convince it through the newsmen who have come here."
Fidel Alejandro Castro,"Tomorrow we are going to meet with the newsmen who have come from all over the hemisphere. At the meeting I will submit to interrogation, as one can who has done his duty. I am going to submit to interrogation by America, as can be done by a man with a clear conscience. I do not have to give an account to any U.S. Congressman. I do not have to give an account to any foreign government. I will give an account to the peoples. In the first place I give an account to my people, to the Cubans. In the second place, to all the peoples of America. I give an account to the people of Mexico, to the people of the United States, of Costa Rica, of Venezuela, and of the whole world. [Castro would do just this two days later begining January 23, 1959, to spread his ideas throughout Latin America.]"
Fidel Alejandro Castro,"For that reason I called in the newsmen, to come and see the truth with their own eyes. Where there is justice there is no crime, and where there is crime there is no freedom of the press. Where there is crime, people hide their actions."
Fidel Alejandro Castro,"Here things have been done in the open. We came here so they could see that there is justice. And so we invited all newsmen of the world, for here in Cuba there is a freedom of the press (word or two indistinct) that is not found anywhere else in the world. In Cuba there is a respect for human rights not found anywhere else in the world."
Fidel Alejandro Castro,"The Cuban people are not a savage people, or a criminal people. This is the noblest and most feeling people in the world. If an injustice were committed here, all the people would be against it. Our intellectuals are not unfeeling; our newsmen are not unfeeling; our workers are not unfeeling; our peasants are not unfeeling; our priests are not unfeeling, and when everybody [agrees to] the punishment, it is because the punishment is a just one, it is because the punishment is deserved."
Fidel Alejandro Castro,"The allied powers punished the war criminals after the second world war, and they have less right to do so than we have, because they meted out punishment under the ex post facto legislation, while we are punishing the war criminals under legislation passed before the crime, in public trials, in courts made up of honest men. To avoid mistakes we are trying only the most notorious criminals, those who have 5, 10, 15, or 20 murders against them, those known to all the people. But is it not possible to expatriate, and I am going to meet with newsmen from the whole hemisphere. We have also invited the President of Cuba to attend the interview, and we are going to invite the cabinet. And we are going to explain fully to the newsmen everything they want us to explain. We must not expatriate; there is just one thing more."
Fidel Alejandro Castro,"Reporters of the entire continent, diplomatic representatives accredited to Cuba, imagine an immense jury, imagine a jury consisting of a million men and women belonging to all social classes, of all religious beliefs, of all political ideas. I am going to ask this jury something. I am going to ask the people something: Those who agree with the justice that is being carried out, those who agree that the henchmen should be shot, raise your hands. (Applause of about 2 minutes)"
Fidel Alejandro Castro,"Gentlemen of the diplomatic corps, reporters of the entire continent: The jury of a million Cubans representing all views and social classes has voted. To those who are democrats, or those who call themselves democrats I say: This is democracy, this is respecting the will of the people. Those who are democrats, or those who call themselves democrats, must respect the will of the people."
Fidel Alejandro Castro,Before concluding I should like to say something I consider important: It is that the people of Cuba are worried about our security.
Fidel Alejandro Castro,"Thousands upon thousands of our fellow citizens have asked us to take care of ourselves. They fear that we will be attacked by enemies of the revolution. The people fear that the death of one of their leaders would be failure for the revolution. What I am about to tell the people of Cuba today is that this is not true. What I am going to tell the people of Cuba is that the revolution cannot depend upon one man. The fate of a nation cannot depend upon one man, that the fate of (justice?) cannot depend upon one man. Moreover, the leaders cannot be placed in a glass case."
Fidel Alejandro Castro,"We believe that this Law initiates an entirely new era in our economical life, and that a wonderful future awaits our country, if we dedicate ourselves to work with all our might."
Fidel Alejandro Castro,"We are aware that this law will affect some private interests; we are aware that it will find strong opposition, as all revolutionary measures. Of course, we are conscious of our duties to the citizens and of all the advantages that this law may offer."
Fidel Alejandro Castro,"However, we must declare, as we always have under such circumstances, that we make laws only for the benefit of the nation, even if these laws must some times damage certain interests. We do not make laws by - hate, as we do not hate anybody. We understand perfectly that we are a consequence of the past, we have the obligation to correct past mistakes."
Fidel Alejandro Castro,"What we have done, what we are, what we represent and what we do, are mainly consequences of the past. In fact, anybody in Cuba who thinks about what this country has been up to now, about the destiny which - would have been Cuba's destiny if changes were not introduced, if this person who thinks is conscious and honest, she will have to a admit that these measures are absolutely necessary. It was not fair that our country continue to go toward misery, toward chaos."
Fidel Alejandro Castro,"It is not our fault if the nation is what it has been up to now; the mistakes of the past generations are not ours. You do not understand this until you go to the country, until you visit the peasant's houses, until you see shoeless, hungry, sick children who cannot read nor write. In spite of all this, you are surprised to see how much kindness remains in the hearts of our peasants. When you notice those things you fell the absolute conviction of the justice of the measures we are taking, which are necessary and of benefit for the country."
Fidel Alejandro Castro,These measures pretend to eliminate a situation that was legated to us and of which we are not responsible.
Fidel Alejandro Castro,"The Agrarian Law damages an insignificant section of the people but even these persons are not entirely sacrificed, as they will keep a considerable amount of land; their standard of living will not be seriously affected, and at the same time thousands of poor families will be benefited. We can very conservatively estimate that two hundred thousand families will receive these benefits."
Fidel Alejandro Castro,".. What I can say today is this: when the Agrarian Law be entirely - applicated, two million Cubans will have their income increased and they will become buyers in the domestic market, which will be the basis of our industrial development. Through this, we expect to solve the economical problem of Cuba. On the other hand, the owners of the lands we intend to distribute shall not be robbed; they will be compensated. They will be paid in government bonds, payable in 20 years, which will produce 4.50% interest yearly."
Fidel Alejandro Castro,"Cuba will have the honor of being in first place among all latin-american nations, thanks to this Law, so rich in consequences."
Fidel Alejandro Castro,"Great landowners must understand that their duty is to adapt themselves to the new circumstances. They shall have to produce more in reduced extensions of land. They will have to produce technically, economically, trying to obtain all which is possible to obtain from the land, because this measure is fair, because not a single Cuban must suffer from hunger. It is criminal that there be uncultivated land in a country where people is hungry. These landowners must not allow selfishness to blind them. Nobody has the right to be selfish when his people is hungry. Nobody feeling like a Cuban, no real patriot, can fail to understand that this measure will be of benefit to the Nation."
Fidel Alejandro Castro,"The Agrarian Law does not mean of course that a man has a right to grab the piece of land he likes, that anybody has the right to distribute land by his own initiative. It does not mean disorder. Now, more than ever, we need absolute discipline, nobody has the right to act ignoring the authority of the National Institute for the Agrarian Reform. Those who have taken lands without permission will have to give them back. We make this warning because we do not want our peasants to make mistakes."
Fidel Alejandro Castro,"The benefits of the Agrarian Law will attain the remotest places of our country. It is not necessary to speak more about it, because this Law speaks by itself and because it will provoke a lot of discussion in days to come. We wish that all Cubans accept it as a fair measure which will offer extraordinary benefits to our Country."
Fidel Alejandro Castro,"One afternoon, when a number of American tourist agents were visiting Cuba in response to an effort made by the Revolutionary Government to promote tourism as one of the sources of national income, a plane manufactured in the United States, of the type used in the Second World War, flew over our capital dropping pamphlets and grenades. Of course, some anti-aircraft guns went into action. The result was more than forty victims, between the grenades dropped by the plane and the anti-aircraft fire, because, as you know, some of the projectiles explode upon contacting any object. As I said, the result was more than forty victims. There were little girls on the street with their entrails torn out, old men and women wantonly killed. Was this the first time it had happened in our country? No. Children, old men and old women, young men and women, had often been killed in the villages of Cuba by American bombs supplied to the tyrant Batista. One one occasion, eighty workers died when a mysterious explosion — too mysterious — took place in the harbor of Havana, the explosion of a ship carrying Belgian weapons which had arrived in our country, after many efforts by the United States Government to prevent the Belgian Government from selling arms to us."
Fidel Alejandro Castro,"Dozens of victims of war; eighty families orphaned by the explosions. Forty victims as a result of an airplane that brazenly flew over our territory. The authorities of the United States Government denied the fact that these planes came from American territory, but the plane was now safely in a hangar in this country. When one of our magazines published a photograph of it, the United States authorities seized the plane. A version of the affair was issued to the effect that this was not very important, and that these victims had not died because of the bombs, but because of the anti-aircraft fire. Those responsible for this crime, those who had caused these deaths were wandering about peacefully in the United States, where they were not even prevented from committing further acts of aggression."
Fidel Alejandro Castro,May I take this opportunity of telling His Excellency the Representative of the United States that there are many mothers in Cuba still awaiting his telegrams of condolence for their children murdered by the bombs of the United States (APPLAUSE).
Fidel Alejandro Castro,"Planes kept coming and going. But as far as they were concerned, there was no evidence. Frankly, we don't know how they define the word evidence. The plane was there, photographed and captured, and yet we were told the plane did not drop any bombs. It is not known how the United States authorities were so well informed."
Fidel Alejandro Castro,"Planes continued to fly over our territory dropping incendiary bombs. Millions and millions of pesos were lost in the burning fields of sugar cane. Many humble people of Cuba, who saw property destroyed, property that was now truly their own, suffered burns in the struggle against those persistent and tenacious bombings by pirate planes."
Fidel Alejandro Castro,"And then one day, while dropping a bomb on one of our sugar mills, a plane exploded in mid air and the Revolutionary Government was able to collect what was left of the pilot, who by the way, was an American. In his documents were found, proof as to the place where the plane had taken off from. On its way to Cuba, the plane had flown between two United States military bases. This was a matter that could not be denied any longer: the planes took off from the United States. Confronted with irrefutable evidence the United States Government gave an explanation to the Cuban Government. Its conduct in this case was not the same as in connection with the U-2. When it was proved that the planes were taking off from the United States, the Government of the United States did not proclaim its right to burn over sugar cane fields. The United States Government apologized and said it was sorry. We were lucky, after all, because after the U - 2 incident the United States Government did not even apologize, it proclaimed its right to carry out flights over Soviet territory. Bad luck for the Soviets! (APPLAUSE)."
Fidel Alejandro Castro,"But we do not have too many anti-aircraft batteries, and the planes went on flying and bombing us until the harvest was over. When there was no more sugar cane, the bombing stopped. We were the only country in the world which had gone through a thing like this, although I do recall that at the time of his visit to Cuba, President Sukarno told us that this was not the case, for they, too, had had certain problems with American planes flying over their territory."
Fidel Alejandro Castro,"But the truth is that in this peaceful hemisphere at least, we were a country that, without being at war with anyone, had to stand the constant attack of pirate planes. And could those planes come in and out of United States territory unmolested? It has been stated that the defenses of the world they call ""free"" are impregnable. If this is the case, how is it that planes, not supersonic planes, but light planes with a velocity of barely 150 miles per hour, how is it that these planes are able to fly in and out of United States territory undetected."
Fidel Alejandro Castro,"The air raids ended, and then came economic aggression. What was one of the arguments wielded by the enemies of the agrarian reform? They said that the agrarian reform would bring chaos to agricultural production, that production would diminish considerably, and that the Government of the United States was concerned because Cuba might not be able to fulfill her commitments to the American market. The first argument — and it is appropriate that at least the new delegations in the General Assembly should become familiar with some of the arguments, because some day they may have to answer similar arguments — the first argument was that the agrarian reform meant the ruin of the country. This was not the case. If this had been so, and agricultural production had deceased, the American Government would not have felt the need to carry on its economic aggression."
Fidel Alejandro Castro,"Did they sincerely believe in what they said when they stated that the agrarian reform would cause a drop in production? Perhaps they did. Surely it is logical for each one to believe what his mind has been conditioned to believe. It is quite possible they may have felt that without the all-powerful monopolist companies, we Cubans would be unable to produce sugar. perhaps they were even sure we would ruin the country. And of course, if the Revolution had ruined the country, then the United States would not have had to attack us; it would have left us alone, and the United States Government would have appeared as a good and honourable government, and we as people who ruined our own Nation, and as a great example that Revolutions should not be made because they ruin countries. Fortunately, that was not the case. There is proof that revolutions do not ruin countries, and that proof has just been furnished by the Government of the United States. Among other things, it has been proved that revolutions do not ruin countries, and that imperialist governments do try to ruin countries."
Fidel Alejandro Castro,"Cuba had not been ruined; she therefore had to be ruined. Cuba needed new markets for its products, and we would honestly ask any delegation present if it does not want its country to sell what it produces and its export to increase. We wanted our exports to increase, and this is what all countries wish; this must be a universal law. Only egotistical interests can oppose the universal interest in trade and commercial exchange, which surely is one of the most ancient aspirations and needs of mankind."
Fidel Alejandro Castro,"We wanted to sell our products and went in search of new markets. We signed a trade treaty with the Soviet Union, according to which we would sell one million tons of sugar and would purchase a certain amount of Soviet products or articles. Surely no one can say that this is an incorrect procedure. There may be some who would not do such a thing because it might displease certain intersts. We really did not have to ask permission from the State Department in order to sign a trade treaty with the Soviet Union, because we considered ourselves, and we continue to consider ourselves and we will always consider ourselves, a truly independent and free country."
Fidel Alejandro Castro,"When the amount of sugar in stock began to diminish stimulating our economy, we received the hard blow: at the request of the executive power of the United States, Congress passed a law empowering the President or Executive power to reduce the import quotas for Cuban sugar to whatever limits might deem appropriate. The economic weapon was wielded against our Revolution. The justification for that attitude had already been prepared by publicity experts; the campaign had been on for a long time. You know perfectly well that in this country monopolies and publicity are one and the same thing. The economic weapon was wielded, our sugar quota was suddenly cut by about one million tons — sugar that had already been produced and prepared for the American market — in order to deprive our country of resources for its development, and thus reduce it to a state of impotence, with the natural political consequences. Such measures were expressly banned by Regional International Law. Economic aggression, as all Latin American delegates here know, is expressly condemned by Regional International Law. However, the Government of the United States violated that law, wielded its economic weapon, and cut our sugar quota by about one million tons. They could do it."
Fidel Alejandro Castro,"What was Cuba's defense when confronted by that reality? It could appeal to the United Nations. It could turn to the United Nations, in order to denounce political and economic aggressions, the air attacks of the pirate planes, besides the constant interference of the Government of the United States in the political affairs of our country and the subversive campaigns it carries out against the Revolutionary Government of Cuba."
Fidel Alejandro Castro,"So we turned to the United Nations. The United Nations had power to deal with these matters. The United Nations is, within the hierarchy of international organizations, the highest authority. The United Nations' authority is even above that of the OAS. And besides, we were interested in bringing the problem to the United Nations, because we know quite well the situation the economy of Latin America finds itself in; because we understand the state of dependence of the economy of Latin America in relation to the United States. The United Nations knew of the affair, it requested the OAS to make an investigation, and the OAS met. Very well. And what was to be expected? That the OAS would protect the country; that the OAS would condemn the political aggression against Cuba, and above all that would condemn the economic aggression against our country. That should have been expected. But after all, we were a small people of the Latin American community of nations. We were just another victim. And we were neither the first or the last, because Mexico had already been attacked more than once militarily. In one way they tore away from Mexico a great part of its territory, and on that occasion the heroic sons of Mexico leaped to their death from the Castle of Chapultepec enwrapped in the Mexican flag rather than surrender. These were the heroic sons of Mexico (APPLAUSE)."
Fidel Alejandro Castro,"And that was not the only aggression. That was not the only time that American infantry forces trod upon Mexican soil. Nicaragua was invaded and for seven long years was heroically defended by Ceasar Augusto Sandino. Cuba suffered intervention more than once, and so did Haiti and Santo Domingo. Guatemala also suffered intervention. Who among you could honestly deny the intervention of the United Fruit Co. and the State Department of the United States when the legitimate government of Guatemala was overthrown? I understand fully well that there may be some who consider it their official duty to be discreet on this matter, and who may even be willing to come here and deny this, but in their consciences they know we are simply stating the truth."
Fidel Alejandro Castro,"Cuba was not the first victim of aggression; Cuba was not the first country to be in danger of aggression. In this hemisphere everyone knows that the Government of the United States has always imposed its own law — the law of the strongest, in virtue of which they have destroyed Puerto Rican nationhood and have imposed their domination on that friendly country — law in accordance with which they seized and held the Panama Canal."
Fidel Alejandro Castro,"This was nothing new, our country should have been defended, but it was never defended. Why? Let us get to the bottom of this matter, without merely studying the from. If we stick to the dead letter of the law, then we are protected; if we abide by reality, we have no protection whatsoever, because reality imposes itself on the law set forth in international codes, and that reality is, that a small nation attacked by a powerful country did not have any defense and was not defended."
